date,close
2023-11-10,18.8683
2023-11-13,18.6295
2023-11-14,19.4281
2023-11-15,19.2881
2023-11-16,19.1976
2023-11-17,19.0082
2023-11-20,19.0000
2023-11-21,18.6872
2023-11-22,18.9424
2023-11-23,18.9012
2023-11-24,18.8683
2023-11-27,18.8765
2023-11-28,18.8271
2023-11-29,18.8719
2023-11-30,19.1371
2023-12-01,19.6509
2023-12-04,19.7255
2023-12-05,19.8830
2023-12-06,20.0156
2023-12-07,19.7836
2023-12-08,19.7007
2023-12-11,19.5018
2023-12-12,19.4437
2023-12-13,20.5709
2023-12-14,20.6869
2023-12-15,20.3637
2023-12-18,20.2477
2023-12-19,20.3057
2023-12-20,19.9576
2023-12-21,20.1234
2023-12-22,20.3306
2023-12-27,20.4963
2023-12-28,20.5414
2023-12-29,20.7582
2024-01-02,20.7582
2024-01-03,20.7248
2024-01-04,21.0334
2024-01-05,21.2586
2024-01-08,21.3503
2024-01-09,21.0668
2024-01-10,21.1085
2024-01-11,21.3587
2024-01-12,21.2086
2024-01-15,21.2836
2024-01-16,21.2169
2024-01-17,20.7332
2024-01-18,20.6831
2024-01-19,20.4997
2024-01-22,20.8249
2024-01-23,20.9417
2024-01-24,20.8082
2024-01-25,20.4496
2024-01-26,20.5664
2024-01-29,20.7165
2024-01-30,20.7954
2024-01-31,20.6947
2024-02-01,20.8877
2024-02-02,20.7115
2024-02-05,20.2415
2024-02-06,20.4429
2024-02-07,20.4177
2024-02-08,20.3674
2024-02-09,20.5184
2024-02-12,20.3758
2024-02-13,19.8639
2024-02-14,20.2667
2024-02-15,20.3170
2024-02-16,20.1744
2024-02-20,20.1240
2024-02-21,20.2163
2024-02-22,20.1744
2024-02-23,20.2079
2024-02-26,19.8890
2024-02-27,19.9058
2024-02-28,19.6980
2024-02-29,19.6051
2024-03-01,19.8839
2024-03-04,19.6980
2024-03-05,19.5291
2024-03-06,19.4700
2024-03-07,19.7149
2024-03-08,19.6811
2024-03-11,19.6136
2024-03-12,19.4784
2024-03-13,19.3939
2024-03-14,19.1152
2024-03-15,19.0476
2024-03-18,19.1912
2024-03-19,19.3010
2024-03-20,19.4531
2024-03-21,19.6811
